seq_name	seq_desc	pred_gene	gene_desc	e-value	bitscore
sp|P0A706|IF2_ECO57	Translation initiation factor IF-2 OS=Escherichia coli O157:H7 OX=83334 GN=infB PE=3 SV=1	infB	translation initiation factor IF-2	1.6e-299	989.5
sp|Q3YX73|IF2_SHISS	Translation initiation factor IF-2 OS=Shigella sonnei (strain Ss046) OX=300269 GN=infB PE=3 SV=1	infB	translation initiation factor IF-2	1.6e-299	989.5
sp|B7LR37|IF2_ESCF3	Translation initiation factor IF-2 OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CC	infB	translation initiation factor IF-2	2.2e-299	989.1
sp|B7UJ63|IF2_ECO27	Translation initiation factor IF-2 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=57452	infB	translation initiation factor IF-2	2.3e-299	989.0
sp|Q0TCU1|IF2_ECOL5	Translation initiation factor IF-2 OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663	infB	translation initiation factor IF-2	2.3e-299	989.0
sp|Q9ZF31|IF2_SALTY	Translation initiation factor IF-2 OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 70072	infB	translation initiation factor IF-2	3.6e-299	988.4
sp|Q9ZF28|IF2_KLEOX	Translation initiation factor IF-2 OS=Klebsiella oxytoca OX=571 GN=infB PE=3 SV=1	infB	translation initiation factor IF-2	1.4e-297	983.2
sp|A0RHI4|IF2_BACAH	Translation initiation factor IF-2 OS=Bacillus thuringiensis (strain Al Hakam) OX=412694 GN=infB	infB	translation initiation factor IF-2	3.4e-282	932.3
sp|Q83BS1|IF2_COXBU	Translation initiation factor IF-2 OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=	infB	translation initiation factor IF-2	9e-265	874.8
sp|B7KIU2|IF2_GLOC7	Translation initiation factor IF-2 OS=Gloeothece citriformis (strain PCC 7424) OX=65393 GN=infB	infB	translation initiation factor IF-2	2.4e-264	873.4
sp|Q8DQV2|IF2_STRR6	Translation initiation factor IF-2 OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171	infB	translation initiation factor IF-2	7.1e-249	822.3
sp|Q72NX3|IF2_LEPIC	Translation initiation factor IF-2 OS=Leptospira interrogans serogroup Icterohaemorrhagiae serov	infB	translation initiation factor IF-2	1.1e-248	821.6
sp|A6WWW5|IF2_BRUA4	Translation initiation factor IF-2 OS=Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 246	infB	translation initiation factor IF-2	2.8e-243	803.8
sp|Q9AC25|IF2_CAUVC	Translation initiation factor IF-2 OS=Caulobacter vibrioides (strain ATCC 19089 / CB15) OX=19065	infB	translation initiation factor IF-2	5.4e-237	783.1
sp|Q8CJQ8|IF2_STRCO	Translation initiation factor IF-2 OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M14	infB	translation initiation factor IF-2	4.1e-229	757.1
sp|Q9Z5I9|IF2_MYCLE	Translation initiation factor IF-2 OS=Mycobacterium leprae (strain TN) OX=272631 GN=infB PE=3 SV	infB	translation initiation factor IF-2	1.4e-221	732.2
sp|Q7URR0|IF2_RHOBA	Translation initiation factor IF-2 OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / S	infB	translation initiation factor IF-2	8.5e-213	703.2
sp|P48515|IF2_THET8	Translation initiation factor IF-2 OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) O	infB	translation initiation factor IF-2	3.6e-209	691.2
sp|Q2GGQ8|IF2_EHRCR	Translation initiation factor IF-2 OS=Ehrlichia chaffeensis (strain ATCC CRL-10679 / Arkansas) O	infB	translation initiation factor IF-2	6.1e-200	660.7
sp|P0ABB4|ATPB_ECOLI	ATP synthase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=atpD PE=1 SV=2	atpD	F0F1 ATP synthase subunit beta	3e-265	875.0
sp|Q4UK18|ATPB_RICFE	ATP synthase subunit beta OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) OX=315456 GN=at	atpD	F0F1 ATP synthase subunit beta	2.9e-258	851.9
sp|Q24MP1|ATPB_DESHY	ATP synthase subunit beta OS=Desulfitobacterium hafniense (strain Y51) OX=138119 GN=atpD PE=3 S	atpD	F0F1 ATP synthase subunit beta	5e-257	847.9
sp|Q2JX57|ATPB_SYNJA	ATP synthase subunit beta OS=Synechococcus sp. (strain JA-3-3Ab) OX=321327 GN=atpD PE=3 SV=1	atpD	F0F1 ATP synthase subunit beta	1.6e-256	846.2
sp|P06540|ATPB_NOSS1	ATP synthase subunit beta OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=	atpD	F0F1 ATP synthase subunit beta	3.9e-254	838.3
sp|B7K2R8|ATPB_RIPO1	ATP synthase subunit beta OS=Rippkaea orientalis (strain PCC 8801) OX=41431 GN=atpD PE=3 SV=1	atpD	F0F1 ATP synthase subunit beta	5.1e-254	838.0
sp|P12986|ATPB_VIBAL	ATP synthase subunit beta OS=Vibrio alginolyticus OX=663 GN=atpD PE=1 SV=3	atpD	F0F1 ATP synthase subunit beta	5e-250	824.8
sp|B0JFM7|ATPB_MICAN	ATP synthase subunit beta OS=Microcystis aeruginosa (strain NIES-843) OX=449447 GN=atpD PE=3 SV	atpD	F0F1 ATP synthase subunit beta	5.3e-250	824.7
sp|Q3AZK5|ATPB_SYNS9	ATP synthase subunit beta OS=Synechococcus sp. (strain CC9902) OX=316279 GN=atpD PE=3 SV=1	atpD	F0F1 ATP synthase subunit beta	2.6e-249	822.4
sp|P9WPU5|ATPB_MYCTU	ATP synthase subunit beta OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN	atpD	F0F1 ATP synthase subunit beta	4.2e-249	821.7
sp|Q38WK5|ATPB_LATSS	ATP synthase subunit beta OS=Latilactobacillus sakei subsp. sakei (strain 23K) OX=314315 GN=atp	atpD	F0F1 ATP synthase subunit beta	8.3e-249	820.8
sp|Q9KNH5|ATPB_VIBCH	ATP synthase subunit beta OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N169	atpD	F0F1 ATP synthase subunit beta	1.8e-248	819.6
sp|A9IYW6|ATPB_BART1	ATP synthase subunit beta OS=Bartonella tribocorum (strain CIP 105476 / IBS 506) OX=382640 GN=a	atpD	F0F1 ATP synthase subunit beta	3.2e-248	818.8
sp|Q7V049|ATPB_PROMP	ATP synthase subunit beta OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-20	atpD	F0F1 ATP synthase subunit beta	5.6e-248	818.0
sp|Q6MAK7|ATPB_PARUW	ATP synthase subunit beta OS=Protochlamydia amoebophila (strain UWE25) OX=264201 GN=atpD PE=3 S	atpD	F0F1 ATP synthase subunit beta	2.3e-247	816.0
sp|Q6G1W9|ATPB_BARHE	ATP synthase subunit beta OS=Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) OX	atpD	F0F1 ATP synthase subunit beta	3e-247	815.6
sp|A0R200|ATPB_MYCS2	ATP synthase subunit beta OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246	atpD	F0F1 ATP synthase subunit beta	4.1e-247	815.2
sp|Q73X59|ATPB_MYCPA	ATP synthase subunit beta OS=Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) OX	atpD	F0F1 ATP synthase subunit beta	1.1e-246	813.8
sp|Q0RDB4|ATPB_FRAAA	ATP synthase subunit beta OS=Frankia alni (strain ACN14a) OX=326424 GN=atpD PE=3 SV=2	atpD	F0F1 ATP synthase subunit beta	7e-246	811.1
sp|Q5GRU7|ATPB_WOLTR	ATP synthase subunit beta OS=Wolbachia sp. subsp. Brugia malayi (strain TRS) OX=292805 GN=atpD	atpD	F0F1 ATP synthase subunit beta	1.3e-245	810.2
sp|Q5FGY3|ATPB_EHRRG	ATP synthase subunit beta OS=Ehrlichia ruminantium (strain Gardel) OX=302409 GN=atpD PE=3 SV=2	atpD	F0F1 ATP synthase subunit beta	6.4e-242	798.1
sp|Q5HB71|ATPB_EHRRW	ATP synthase subunit beta OS=Ehrlichia ruminantium (strain Welgevonden) OX=254945 GN=atpD PE=3	atpD	F0F1 ATP synthase subunit beta	6.4e-242	798.1
sp|P0A301|ATPB_STRLI	ATP synthase subunit beta OS=Streptomyces lividans OX=1916 GN=atpD PE=1 SV=2	atpD	F0F1 ATP synthase subunit beta	1.3e-237	783.9
sp|A1R7V3|ATPB_PAEAT	ATP synthase subunit beta OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=atpD PE=3 SV=	atpD	F0F1 ATP synthase subunit beta	9.4e-237	781.0
sp|P48212|CH60_ACET2	Chaperonin GroEL OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 10	GroEL	chaperonin GroEL	2.1e-260	859.6
sp|Q9Z462|CH60_PARDE	Chaperonin GroEL OS=Paracoccus denitrificans OX=266 GN=groEL PE=1 SV=2	GroEL	chaperonin GroEL	2.5e-260	859.3
sp|Q4MPR6|CH60_BACCE	Chaperonin GroEL OS=Bacillus cereus OX=1396 GN=groEL PE=1 SV=3	GroEL	chaperonin GroEL	9.6e-260	857.3
sp|P35635|CH60_BARBA	Chaperonin GroEL OS=Bartonella bacilliformis OX=774 GN=groEL PE=1 SV=2	GroEL	chaperonin GroEL	2.4e-259	856.0
sp|Q5SLM2|CH60_THET8	Chaperonin GroEL OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=groEL	GroEL	chaperonin GroEL	3.1e-258	852.4
sp|P61438|CH60_LEPIC	Chaperonin GroEL OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (s	GroEL	chaperonin GroEL	2.3e-257	849.5
sp|Q5ZXP3|CH60_LEGPH	Chaperonin GroEL OS=Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 331	GroEL	chaperonin GroEL	3.1e-256	845.8
sp|P43733|CH60_HAEIN	Chaperonin GroEL OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421	GroEL	chaperonin GroEL	4.2e-256	845.3
sp|Q59322|CH60_CHLMU	Chaperonin GroEL OS=Chlamydia muridarum (strain MoPn / Nigg) OX=243161 GN=groEL PE=2 SV=3	GroEL	chaperonin GroEL	1.3e-255	843.7
sp|Q9KKF0|CH60_CLODI	Chaperonin GroEL OS=Clostridioides difficile OX=1496 GN=groEL PE=3 SV=1	GroEL	chaperonin GroEL	6.8e-254	838.0
sp|Q5X9L8|CH60_STRP6	Chaperonin GroEL OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286	GroEL	chaperonin GroEL	2.9e-252	832.7
sp|P37282|CH60_LACLA	Chaperonin GroEL OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=groEL PE=3 SV	GroEL	chaperonin GroEL	1.2e-249	824.0
sp|P26194|CH60_TATMI	Chaperonin GroEL OS=Tatlockia micdadei OX=451 GN=groEL PE=2 SV=1	GroEL	chaperonin GroEL	5.5e-246	811.9
sp|P47335|EFG_MYCGE	Elongation factor G OS=Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195) OX=243273 G	fusA	Elongation factor G	0.0	1310.8
sp|A7ZSL5|EFG_ECO24	Elongation factor G OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=fusA PE=3	fusA	Elongation factor G	0.0	1293.5
sp|B1X6J0|EFG_ECODH	Elongation factor G OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1293.5
sp|B6I240|EFG_ECOSE	Elongation factor G OS=Escherichia coli (strain SE11) OX=409438 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1293.5
sp|B7N0X6|EFG_ECO81	Elongation factor G OS=Escherichia coli O81 (strain ED1a) OX=585397 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1293.5
sp|B7NLP5|EFG_ECO7I	Elongation factor G OS=Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1293.5
sp|P0A6M9|EFG_ECOL6	Elongation factor G OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=	fusA	Elongation factor G	0.0	1293.5
sp|P0A6N0|EFG_ECO57	Elongation factor G OS=Escherichia coli O157:H7 OX=83334 GN=fusA PE=3 SV=2	fusA	Elongation factor G	0.0	1293.5
sp|Q0SZX7|EFG_SHIF8	Elongation factor G OS=Shigella flexneri serotype 5b (strain 8401) OX=373384 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1293.2
sp|P0A1H3|EFG_SALTY	Elongation factor G OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=	fusA	Elongation factor G	0.0	1285.9
sp|Q8Y421|EFG_LISMO	Elongation factor G OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=1699	fusA	Elongation factor G	0.0	1250.2
sp|Q8XV10|EFG1_RALSO	Elongation factor G 1 OS=Ralstonia solanacearum (strain GMI1000) OX=267608 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1213.4
sp|P68788|EFG_STAAM	Elongation factor G OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=fusA PE=3	fusA	Elongation factor G	0.0	1208.0
sp|Q2G0N1|EFG_STAA8	Elongation factor G OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=fusA PE=1 SV	fusA	Elongation factor G	0.0	1208.0
sp|Q6GJC1|EFG_STAAR	Elongation factor G OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=fusA PE=3 SV=3	fusA	Elongation factor G	0.0	1208.0
sp|A9NAM1|EFG_COXBR	Elongation factor G OS=Coxiella burnetii (strain RSA 331 / Henzerling II) OX=360115 GN=fusA PE=3	fusA	Elongation factor G	0.0	1206.7
sp|Q83ES7|EFG_COXBU	Elongation factor G OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=fusA	fusA	Elongation factor G	0.0	1206.7
sp|Q8EK71|EFG1_SHEON	Elongation factor G 1 OS=Shewanella oneidensis (strain MR-1) OX=211586 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1198.8
sp|P69948|EFG_STRP8	Elongation factor G OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=fus PE	fusA	Elongation factor G	0.0	1194.9
sp|Q9K1I8|EFG_NEIMB	Elongation factor G OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=fusA PE=1 S	fusA	Elongation factor G	0.0	1184.6
sp|O30913|EFG1_BORBU	Elongation factor G 1 OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B	fusA	Elongation factor G	0.0	1169.4
sp|Q8PNS6|EFG_XANAC	Elongation factor G OS=Xanthomonas axonopodis pv. citri (strain 306) OX=190486 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1169.1
sp|Q8D3H2|EFG_WIGBR	Elongation factor G OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=fusA PE=3 SV=1	fusA	Elongation factor G	0.0	1145.6
sp|P9WNM7|EFG_MYCTU	Elongation factor G OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=fusA P	fusA	Elongation factor G	0.0	1114.3
sp|Q8NT19|EFG_CORGL	Elongation factor G OS=Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 /	fusA	Elongation factor G	0.0	1098.8
sp|P40173|EFG1_STRCO	Elongation factor G 1 OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226	fusA	Elongation factor G	0.0	1091.9
sp|B9MRZ5|SYI_CALBD	Isoleucine--tRNA ligase OS=Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320	ileS	isoleucine--tRNA ligase	0.0	1061.0
sp|Q32K71|SYI_SHIDS	Isoleucine--tRNA ligase OS=Shigella dysenteriae serotype 1 (strain Sd197) OX=300267 GN=ileS PE=3	ileS	isoleucine--tRNA ligase	0.0	1056.4
sp|B1IRE9|SYI_ECOLC	Isoleucine--tRNA ligase OS=Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 854	ileS	isoleucine--tRNA ligase	0.0	1055.9
sp|B1XBF1|SYI_ECODH	Isoleucine--tRNA ligase OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=ileS PE=3 SV=1	ileS	isoleucine--tRNA ligase	0.0	1055.8
sp|C4ZPV2|SYI_ECOBW	Isoleucine--tRNA ligase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=ileS PE=	ileS	isoleucine--tRNA ligase	0.0	1055.8
sp|P00956|SYI_ECOLI	Isoleucine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=ileS PE=1 SV=5	ileS	isoleucine--tRNA ligase	0.0	1055.8
sp|B2U245|SYI_SHIB3	Isoleucine--tRNA ligase OS=Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609 GN	ileS	isoleucine--tRNA ligase	0.0	1055.8
sp|B1LFV6|SYI_ECOSM	Isoleucine--tRNA ligase OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=ileS PE=3 SV=1	ileS	isoleucine--tRNA ligase	0.0	1055.5
sp|B5YYB8|SYI_ECO5E	Isoleucine--tRNA ligase OS=Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450 GN=ileS PE=	ileS	isoleucine--tRNA ligase	0.0	1054.4
sp|A7ZVX4|SYI_ECOHS	Isoleucine--tRNA ligase OS=Escherichia coli O9:H4 (strain HS) OX=331112 GN=ileS PE=3 SV=1	ileS	isoleucine--tRNA ligase	0.0	1053.5
sp|B7KFT1|SYI_GLOC7	Isoleucine--tRNA ligase OS=Gloeothece citriformis (strain PCC 7424) OX=65393 GN=ileS PE=3 SV=1	ileS	isoleucine--tRNA ligase	0.0	1049.7
sp|Q929Z6|SYI_LISIN	Isoleucine--tRNA ligase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272	ileS	isoleucine--tRNA ligase	0.0	1042.8
sp|Q8ZRZ0|SYI_SALTY	Isoleucine--tRNA ligase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287	ileS	isoleucine--tRNA ligase	0.0	1040.5
sp|P56456|SYI_HELPY	Isoleucine--tRNA ligase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=ileS PE=	ileS	isoleucine--tRNA ligase	0.0	1038.8
sp|Q9KU47|SYI_VIBCH	Isoleucine--tRNA ligase OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	ileS	isoleucine--tRNA ligase	1.5e-297	984.3
sp|Q747X9|SYI_GEOSL	Isoleucine--tRNA ligase OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243	ileS	isoleucine--tRNA ligase	5.6e-294	972.5
sp|Q72JR6|SYI_THET2	Isoleucine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=26272	ileS	isoleucine--tRNA ligase	1.5e-289	957.8
sp|P41368|SYI2_STAAU	Isoleucine--tRNA ligase OS=Staphylococcus aureus OX=1280 GN=ileS PE=3 SV=1	ileS	isoleucine--tRNA ligase	4.5e-282	933.1
sp|B2GB86|SYI_LIMF3	Isoleucine--tRNA ligase OS=Limosilactobacillus fermentum (strain NBRC 3956 / LMG 18251) OX=33439	ileS	isoleucine--tRNA ligase	2.9e-281	930.4
sp|Q820M6|SYI_NITEU	Isoleucine--tRNA ligase OS=Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / N	ileS	isoleucine--tRNA ligase	1.1e-272	902.0
sp|Q46XM7|SYI_CUPPJ	Isoleucine--tRNA ligase OS=Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) OX=264198 GN=i	ileS	isoleucine--tRNA ligase	2.8e-267	884.1
sp|A9AGN6|SYI_BURM1	Isoleucine--tRNA ligase OS=Burkholderia multivorans (strain ATCC 17616 / 249) OX=395019 GN=ileS	ileS	isoleucine--tRNA ligase	6.4e-266	879.7
sp|Q057X9|SYI_BUCCC	Isoleucine--tRNA ligase OS=Buchnera aphidicola subsp. Cinara cedri (strain Cc) OX=372461 GN=ileS	ileS	isoleucine--tRNA ligase	8.1e-260	859.5
sp|A6SW71|SYI_JANMA	Isoleucine--tRNA ligase OS=Janthinobacterium sp. (strain Marseille) OX=375286 GN=ileS PE=3 SV=1	ileS	isoleucine--tRNA ligase	1.5e-258	855.3
sp|Q83G52|SYI_TROWT	Isoleucine--tRNA ligase OS=Tropheryma whipplei (strain Twist) OX=203267 GN=ileS PE=3 SV=2	ileS	isoleucine--tRNA ligase	4.2e-236	781.0
sp|A3DF29|LEPA_ACET2	Elongation factor 4 OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC	lepA	translation elongation factor 4	0.0	1045.2
sp|Q8Y742|LEPA_LISMO	Elongation factor 4 OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169	lepA	translation elongation factor 4	0.0	1043.9
sp|Q92BN4|LEPA_LISIN	Elongation factor 4 OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626	lepA	translation elongation factor 4	0.0	1042.9
sp|Q9CGI8|LEPA_LACLA	Elongation factor 4 OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=lepA PE=3	lepA	translation elongation factor 4	0.0	1037.9
sp|Q892Q6|LEPA_CLOTE	Elongation factor 4 OS=Clostridium tetani (strain Massachusetts / E88) OX=212717 GN=lepA PE=3 S	lepA	translation elongation factor 4	0.0	1024.1
sp|A0Q1R8|LEPA_CLONN	Elongation factor 4 OS=Clostridium novyi (strain NT) OX=386415 GN=lepA PE=3 SV=1	lepA	translation elongation factor 4	0.0	1021.3
sp|Q7VL73|LEPA_HAEDU	Elongation factor 4 OS=Haemophilus ducreyi (strain 35000HP / ATCC 700724) OX=233412 GN=lepA PE=	lepA	translation elongation factor 4	0.0	1013.7
sp|O51115|LEPA_BORBU	Elongation factor 4 OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31	lepA	translation elongation factor 4	1.9e-304	1005.5
sp|Q9PNR1|LEPA_CAMJE	Elongation factor 4 OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NC	lepA	translation elongation factor 4	4.4e-304	1004.3
sp|P60785|LEPA_ECOLI	Elongation factor 4 OS=Escherichia coli (strain K12) OX=83333 GN=lepA PE=1 SV=1	lepA	translation elongation factor 4	2.6e-303	1001.7
sp|Q62LT1|LEPA_BURMA	Elongation factor 4 OS=Burkholderia mallei (strain ATCC 23344) OX=243160 GN=lepA PE=3 SV=1	lepA	translation elongation factor 4	1.5e-302	999.2
sp|Q9RV84|LEPA_DEIRA	Elongation factor 4 OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG	lepA	translation elongation factor 4	1.4e-301	996.0
sp|Q8AA33|LEPA_BACTN	Elongation factor 4 OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /	lepA	translation elongation factor 4	1.2e-299	989.6
sp|P53530|LEPA_MYCLE	Elongation factor 4 OS=Mycobacterium leprae (strain TN) OX=272631 GN=lepA PE=3 SV=1	lepA	translation elongation factor 4	2.6e-298	985.2
sp|Q8YDB8|LEPA_BRUME	Elongation factor 4 OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) OX=	lepA	translation elongation factor 4	1.7e-297	982.5
sp|Q5SKA7|LEPA_THET8	Elongation factor 4 OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=le	lepA	translation elongation factor 4	5.8e-297	980.8
sp|Q21BS0|LEPA_RHOPB	Elongation factor 4 OS=Rhodopseudomonas palustris (strain BisB18) OX=316056 GN=lepA PE=3 SV=2	lepA	translation elongation factor 4	3.1e-296	978.4
sp|Q9Z8I4|LEPA_CHLPN	Elongation factor 4 OS=Chlamydia pneumoniae OX=83558 GN=lepA PE=3 SV=1	lepA	translation elongation factor 4	2.8e-295	975.2
sp|Q2KWY3|LEPA_BORA1	Elongation factor 4 OS=Bordetella avium (strain 197N) OX=360910 GN=lepA PE=3 SV=1	lepA	translation elongation factor 4	5.6e-295	974.2
sp|Q8UIQ2|LEPA_AGRFC	Elongation factor 4 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=lepA PE=3 SV	lepA	translation elongation factor 4	6e-295	974.1
sp|Q5FUC2|LEPA_GLUOX	Elongation factor 4 OS=Gluconobacter oxydans (strain 621H) OX=290633 GN=lepA PE=3 SV=2	lepA	translation elongation factor 4	1.8e-291	962.7
sp|Q0ATE3|LEPA_MARMM	Elongation factor 4 OS=Maricaulis maris (strain MCS10) OX=394221 GN=lepA PE=3 SV=2	lepA	translation elongation factor 4	3e-291	961.9
sp|C1AUN7|LEPA_RHOOB	Elongation factor 4 OS=Rhodococcus opacus (strain B4) OX=632772 GN=lepA PE=3 SV=1	lepA	translation elongation factor 4	1.1e-290	960.1
sp|B7GRY7|LEPA_BIFLS	Elongation factor 4 OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 /	lepA	translation elongation factor 4	2.9e-286	945.4
sp|P07813|SYL_ECOLI	Leucine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=leuS PE=1 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1328.8
sp|A1A8R7|SYL_ECOK1	Leucine--tRNA ligase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1327.2
sp|A6WRJ9|SYL_SHEB8	Leucine--tRNA ligase OS=Shewanella baltica (strain OS185) OX=402882 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1255.6
sp|A3D7N6|SYL_SHEB5	Leucine--tRNA ligase OS=Shewanella baltica (strain OS155 / ATCC BAA-1091) OX=325240 GN=leuS PE=3	leuS_bact	leucine--tRNA ligase bacteria	0.0	1254.5
sp|A5F2X0|SYL_VIBC3	Leucine--tRNA ligase OS=Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O	leuS_bact	leucine--tRNA ligase bacteria	0.0	1252.2
sp|A4IRY3|SYL_GEOTN	Leucine--tRNA ligase OS=Geobacillus thermodenitrificans (strain NG80-2) OX=420246 GN=leuS PE=3 S	leuS_bact	leucine--tRNA ligase bacteria	0.0	1239.3
sp|A8FGG0|SYL_BACP2	Leucine--tRNA ligase OS=Bacillus pumilus (strain SAFR-032) OX=315750 GN=leuS PE=3 SV=2	leuS_bact	leucine--tRNA ligase bacteria	0.0	1239.0
sp|B0C1R1|SYL_ACAM1	Leucine--tRNA ligase OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=leuS PE=3 SV=1	leuS_bact	leucine--tRNA ligase bacteria	0.0	1222.0
sp|A1U4A0|SYL_MARN8	Leucine--tRNA ligase OS=Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) OX=351348 G	leuS_bact	leucine--tRNA ligase bacteria	0.0	1217.1
